Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16
27,9,3,3.23641304347826,6.56551724137931,1,4,29,27,2.23529411764706,6.11881188118812,NaN,1,4.925323,29,3
10,9,1,6.49038461538461,5.19565217391304,4,3,33,10,6.12037037037037,5.85294117647059,3,1,0.9311311,33,9
19,4,3,4.44230769230769,4.45714285714286,2,2,36,19,4.89814814814815,4.66666666666667,3,1,0.7225405,36,9
31,1,3,5.17857142857143,3.25,3,1,5,31,5.45098039215686,2.90196078431373,NaN,1,2.621974,5,9
15,3,3,5.18620689655172,3.26896551724138,3,1,18,15,5.2037037037037,2.88235294117647,1,1,1.273027,18,9
16,4,3,3.25,3.24728260869565,1,1,4,16,3.55882352941176,4.22222222222222,NaN,1,2.067167,4,8
6,9,3,6.82758620689655,5.19285714285714,4,3,24,6,6.31372549019608,4.83333333333333,NaN,1,0.03479021,24,9
4,8,2,3.25,3.25,1,1,4,31,3.55882352941176,2.90196078431373,1,1,1.400276,31,1
12,1,2,1.82068965517241,6.62228260869565,0,4,12,25,2.13725490196078,6.24752475247525,9,1,0.9374941,25,9
22,1,2,1,1.51724137931034,0,0,22,35,1.25490196078431,1.40196078431373,1,1,0.3816606,35,1
14,4,2,4.46206896551724,1.58423913043478,2,0,14,13,4.21782178217822,2.00980392156863,1,1,1.168348,13,1
26,9,1,5.17857142857143,6.58967391304348,3,4,17,26,4.98039215686275,6.41176470588235,9,1,0.1330766,17,9
3,9,2,6.49728260869565,3.24728260869565,4,1,3,16,6.32352941176471,4.22222222222222,NaN,1,0.05466869,16,4
19,4,1,1.82068965517241,4.45714285714286,0,2,30,19,1.67326732673267,4.66666666666667,1,1,0.203764,30,1
17,9,2,5.17857142857143,3.26896551724138,3,1,17,15,4.98039215686275,2.88235294117647,NaN,1,0.08184866,15,3
10,9,3,1.82068965517241,5.19565217391304,0,3,30,10,1.67326732673267,5.85294117647059,1,1,0.2002499,30,1
9,3,1,4.44230769230769,3.25271739130435,2,1,36,9,4.89814814814815,3.54455445544554,8,1,0.5688847,36,9
34,9,3,5.2,6.50961538461539,3,4,11,34,5.94059405940594,6.1078431372549,9,1,0.1845658,11,9
6,9,1,3.24184782608696,5.19285714285714,1,3,28,6,4.03703703703704,4.83333333333333,2,1,0.760971,28,4
35,1,1,1.45714285714286,1.51724137931034,0,0,20,35,1.97058823529412,1.40196078431373,1,1,0.5397978,20,1
1,9,1,6.64423076923077,5.19310344827586,4,3,23,1,6.37623762376238,5.33333333333333,9,1,0.5311141,23,9
27,9,1,6.82758620689655,6.56551724137931,4,4,24,27,6.31372549019608,6.11881188118812,9,1,0.8052733,24,9
1,9,3,1,5.19310344827586,0,3,22,1,1.25490196078431,5.33333333333333,1,1,0.6195689,22,1
16,4,1,5.17857142857143,3.24728260869565,3,1,5,16,5.45098039215686,4.22222222222222,9,1,0.1523258,5,9
20,1,2,1.45714285714286,5.19310344827586,0,3,20,1,1.97058823529412,5.33333333333333,NaN,1,2.758275,1,9
30,1,2,1.82068965517241,3.25271739130435,0,1,30,9,1.67326732673267,3.54455445544554,2,1,1.278863,9,3
15,3,1,4.46206896551724,3.26896551724138,2,1,14,15,4.21782178217822,2.88235294117647,6,1,0.2838729,14,4
23,9,2,6.64423076923077,4.45,4,2,23,2,6.37623762376238,4.75247524752475,9,1,0.6279592,2,9
21,1,1,3.25,1.44285714285714,1,0,4,21,3.55882352941176,1.3921568627451,7,1,0.3887063,4,8
34,9,1,1.82068965517241,6.50961538461539,0,4,12,34,2.13725490196078,6.1078431372549,NaN,1,3.422206,12,1
29,3,2,3.23641304347826,5.19285714285714,1,3,29,6,2.23529411764706,4.83333333333333,9,1,1.245233,6,9
25,9,3,3.26206896551724,6.62228260869565,1,4,7,25,4.05882352941176,6.24752475247525,3,1,0.2524494,7,4
21,1,3,6.49728260869565,1.44285714285714,4,0,3,21,6.32352941176471,1.3921568627451,NaN,1,2.295183,3,9
9,3,3,6.49038461538461,3.25271739130435,4,1,33,9,6.12037037037037,3.54455445544554,6,1,0.1470325,33,9
13,1,3,5.17857142857143,1.58423913043478,3,0,17,13,4.98039215686275,2.00980392156863,6,1,0.5792558,17,9
8,1,3,1.82068965517241,1.73097826086957,0,0,12,8,2.13725490196078,1.1980198019802,1,1,0.3488103,12,1
35,1,3,6.64423076923077,1.51724137931034,4,0,23,35,6.37623762376238,1.40196078431373,1,1,0.5927483,23,9
11,9,2,5.2,1.73097826086957,3,0,11,8,5.94059405940594,1.1980198019802,NaN,1,0.08704968,8,1
26,9,3,4.46206896551724,6.58967391304348,2,4,14,26,4.21782178217822,6.41176470588235,9,1,1.121993,14,4
31,1,1,6.49728260869565,3.25,4,1,3,31,6.32352941176471,2.90196078431373,9,1,0.5608183,3,9
25,9,1,5.2,6.62228260869565,3,4,11,25,5.94059405940594,6.24752475247525,9,1,1.384771,11,9
2,9,3,1.45714285714286,4.45,0,2,20,2,1.97058823529412,4.75247524752475,1,1,1.232051,20,1
32,9,3,3.24184782608696,5.1929347826087,1,3,28,32,4.03703703703704,4.88235294117647,7,1,0.7153066,28,4
2,9,1,1,4.45,0,2,22,2,1.25490196078431,4.75247524752475,NaN,1,2.101935,22,1
24,9,2,6.82758620689655,5.1929347826087,4,3,24,32,6.31372549019608,4.88235294117647,9,1,0.420582,32,9
33,9,2,6.49038461538461,4.45714285714286,4,2,33,19,6.12037037037037,4.66666666666667,5,1,0.2887674,19,4
8,1,1,3.26206896551724,1.73097826086957,1,0,7,8,4.05882352941176,1.1980198019802,5,1,0.757889,7,4
13,1,1,5.18620689655172,1.58423913043478,3,0,18,13,5.2037037037037,2.00980392156863,6,1,0.3031645,18,9
28,4,2,3.24184782608696,6.56551724137931,1,4,28,27,4.03703703703704,6.11881188118812,9,1,1.503232,27,9
7,4,2,3.26206896551724,6.50961538461539,1,4,7,34,4.05882352941176,6.1078431372549,9,1,0.3022971,34,9
36,9,2,4.44230769230769,5.19565217391304,2,3,36,10,4.89814814814815,5.85294117647059,9,1,0.2302248,10,9
18,9,2,5.18620689655172,6.58967391304348,3,4,18,26,5.2037037037037,6.41176470588235,9,1,1.036558,26,9
32,9,1,3.23641304347826,5.1929347826087,1,3,29,32,2.23529411764706,4.88235294117647,NaN,1,0.02247795,29,3
5,9,2,5.17857142857143,1.44285714285714,3,0,5,21,5.45098039215686,1.3921568627451,1,1,0.3218186,21,1
19,4,3,4.44230769230769,4.45714285714286,2,2,36,19,4.89814814814815,4.66666666666667,8,2,1.012899,36,9
2,9,3,6.49728260869565,4.45,4,2,3,2,6.32352941176471,4.75247524752475,9,2,0.9501992,3,9
34,9,1,3.23641304347826,6.50961538461539,1,4,29,34,2.23529411764706,6.1078431372549,2,2,0.5034141,29,3
26,9,1,5.2,6.58967391304348,3,4,11,26,5.94059405940594,6.41176470588235,9,2,0.2974792,11,9
2,9,1,3.25,4.45,1,2,4,2,3.55882352941176,4.75247524752475,6,2,0.3755139,4,8
1,9,1,5.17857142857143,5.19310344827586,3,3,5,1,5.45098039215686,5.33333333333333,9,2,0.1399834,5,9
6,9,1,1,5.19285714285714,0,3,22,6,1.25490196078431,4.83333333333333,1,2,0.2797405,22,1
35,1,1,6.49728260869565,1.51724137931034,4,0,3,35,6.32352941176471,1.40196078431373,9,2,1.596135,3,9
15,3,3,1.82068965517241,3.26896551724138,0,1,12,15,2.13725490196078,2.88235294117647,3,2,1.468383,12,1
17,9,2,5.17857142857143,3.25,3,1,17,31,4.98039215686275,2.90196078431373,1,2,0.4605609,31,1
23,9,2,6.64423076923077,5.19285714285714,4,3,23,6,6.37623762376238,4.83333333333333,6,2,0.192316,6,9
11,9,2,5.2,3.26896551724138,3,1,11,15,5.94059405940594,2.88235294117647,4,2,1.384351,15,3
19,4,1,1.82068965517241,4.45714285714286,0,2,30,19,1.67326732673267,4.66666666666667,1,2,0.2841824,30,1
25,9,1,3.24184782608696,6.62228260869565,1,4,28,25,4.03703703703704,6.24752475247525,4,2,0.3674968,28,4
31,1,3,5.18620689655172,3.25,3,1,18,31,5.2037037037037,2.90196078431373,1,2,0.3299325,18,9
27,9,1,1.45714285714286,6.56551724137931,0,4,20,27,1.97058823529412,6.11881188118812,1,2,0.4736236,20,1
5,9,2,5.17857142857143,4.45,3,2,5,2,5.45098039215686,4.75247524752475,9,2,0.4215228,2,9
34,9,3,3.24184782608696,6.50961538461539,1,4,28,34,4.03703703703704,6.1078431372549,8,2,0.7553984,28,4
3,9,2,6.49728260869565,5.19310344827586,4,3,3,1,6.32352941176471,5.33333333333333,8,2,0.152858,1,9
20,1,2,1.45714285714286,5.1929347826087,0,3,20,32,1.97058823529412,4.88235294117647,8,2,1.262831,32,9
16,4,1,5.18620689655172,3.24728260869565,3,1,18,16,5.2037037037037,4.22222222222222,8,2,0.1527462,18,9
21,1,1,5.17857142857143,1.44285714285714,3,0,17,21,4.98039215686275,1.3921568627451,9,2,0.2244644,17,9
7,4,2,3.26206896551724,1.58423913043478,1,0,7,13,4.05882352941176,2.00980392156863,1,2,0.1724565,13,1
28,4,2,3.24184782608696,1.73097826086957,1,0,28,8,4.03703703703704,1.1980198019802,1,2,0.100602,8,1
29,3,2,3.23641304347826,6.62228260869565,1,4,29,25,2.23529411764706,6.24752475247525,9,2,0.1667029,25,9
9,3,3,6.49038461538461,3.25271739130435,4,1,33,9,6.12037037037037,3.54455445544554,7,2,0.5188935,33,9
1,9,3,3.25,5.19310344827586,1,3,4,1,3.55882352941176,5.33333333333333,7,2,0.3040402,4,8
14,4,2,4.46206896551724,3.24728260869565,2,1,14,16,4.21782178217822,4.22222222222222,5,2,0.4801466,16,4
